Title;Company;Location;Salary;Type;Category
Data Analyst - Strategic Data Solutions;Commerce Bank;"Remote in Washington, DC 20013
+2 locations";;Full-time;data analyst
Data Analyst - Strategic Data Solutions;Frontier;Remote;;;data analyst
Data Analyst - Strategic Data Solutions;The Ohio State University;"Columbus, OH 43201
(Weinland Park area)";;Full-time;data analyst
Data Analyst - Strategic Data Solutions;Purdue University;Remote in West Lafayette, IN 47906;;;data analyst
Data Analyst - Strategic Data Solutions;Bayer;"Creve Coeur, MO
+3 locations";;;data analyst
Data Analyst - Strategic Data Solutions;Netflix;Los Gatos, CA;;;data analyst
Associate Business Analyst;Paramount;"New York, NY 10019
(Midtown area)
+1 location";;Full-time;data analyst
Associate Business Analyst;Purdue University;"West Lafayette, IN 47906
+2 locations";;;data analyst
Associate Business Analyst;Aristocrat Technologies Inc;Remote in Las Vegas, NV 89135;Estimated $89.3K - $113K a year;Full-time;data analyst
Associate Business Analyst;Blizzard Entertainment;Irvine, CA 92618;Estimated $53.6K - $67.8K a year;;data analyst
Associate Business Analyst;Inspirato;"Denver, CO 80202
(Union Station area)";;;data analyst
Associate Business Analyst;Caption Health;Remote in Brisbane, CA;Estimated $78.6K - $99.6K a year;Full-time;data analyst
Associate Business Analyst;Code.org;Remote;Estimated $64.8K - $82K a year;Full-time;data analyst
Associate Business Analyst;NNIT;"Oregon
+1 location";Estimated $79.2K - $100K a year;;data analyst
Associate Business Analyst;Acadian Asset Management;"Boston, MA 02110
(Downtown area)";Estimated $86.4K - $109K a year;;data analyst
Associate Business Analyst;Florida Blue;"+1 location
Remote";Estimated $93.5K - $118K a year;Full-time;data analyst
Associate Business Analyst;Washington University in St Louis;"Hybrid remote in St. Louis, MO 63110
+3 locations";;Full-time;data analyst
Associate Business Analyst;MGIC;Milwaukee, WI;Estimated $70.4K - $89.2K a year;Full-time;data analyst
Associate Business Analyst;ACLU;"New York, NY 10004
(Financial District area)";Estimated $49.6K - $62.8K a year;"Full-time
+2";data analyst
Associate Business Analyst;Community Tech Alliance;Remote;;Full-time;data analyst
Associate Business Analyst;Baldwin Risk Partners;Remote;Estimated $121K - $153K a year;Full-time;data analyst
Data Analyst, Business Intelligence;New York City FC;Hybrid remote in New York, NY;Estimated $79.6K - $101K a year;;data analyst
Data Analyst, Business Intelligence;Criteo;"Chicago, IL 60661
(West Loop Gate area)";Estimated $63.7K - $80.7K a year;;data analyst
Data Analyst, Business Intelligence;American Greetings;Westlake, OH 44145;;;data analyst
Data Analyst, Business Intelligence;Talent Table;Remote;Estimated $67.1K - $84.9K a year;Contract;data analyst
Data Analyst, Business Intelligence;Oracle;"United States
+2 locations";;;data analyst
Data Analyst, Business Intelligence;IQVIA;Remote;;Full-time;data analyst
Data Analyst, Business Intelligence;TARGET;"Minneapolis, MN 55403
(Downtown West area)
+2 locations";;Full-time;data analyst
Data Analyst, Business Intelligence;Iowa State University;Ames, IA;;Full-time;data analyst
Data Analyst, Business Intelligence;Purdue University;Remote in West Lafayette, IN 47906;;;data analyst
Data Analyst, Business Intelligence;Inmar;"Remote in United States
+1 location";;Full-time;data analyst
Data Analyst, Business Intelligence;Panasonic Energy of North America;Remote in United States;;Full-time;data analyst
Data Analyst, Business Intelligence;Grant Thornton;"Arlington, VA
+4 locations";;Full-time;data analyst
Data Analyst, Business Intelligence;Microsoft;"Redmond, WA 98052
(Overlake area)
+1 location";;Full-time;data analyst
Data Analyst, Business Intelligence;NewYork-Presbyterian Hospital;"Manhattan, NY 10065
(Upper East Side area)
+2 locations";;Full-time;data analyst
